state,move
___X_____OO_X___OO_X___XO_X___XX_O___OXOX_,5
___X_O___OO_X___OO_X___XO_X___XX_O___OXOX_,6
___X_O___OO_X___OO_X___XO_X___XX_O___OXOXX,1
___X_O___OO_X___OO_X___XO_X___XX_O__OOXOXX,6
___X_O___OO_X___OO_X___XO_X___XX_OX_OOXOXX,1
___X_O___OO_X___OO_X___XO_X__OXX_OX_OOXOXX,1
___X_O___OO_X___OO_X__XXO_X__OXX_OX_OOXOXX,1
___X_O___OO_X__OOO_X__XXO_X__OXX_OX_OOXOXX,6
___X_O___OO_X__OOO_X__XXO_XX_OXX_OX_OOXOXX,6
___X_O___OO_X__OOO_XO_XXO_XX_OXX_OX_OOXOXX,6
___X_O___OO_XX_OOO_XO_XXO_XX_OXX_OX_OOXOXX,1
___X_O__OOO_XX_OOO_XO_XXO_XX_OXX_OX_OOXOXX,0
___X_O__OOO_XX_OOO_XO_XXO_XX_OXX_OXXOOXOXX,4
__________________________________________,3
______________________________________X___,3
_______________________________O______X___,1
_______________________________O____X_X___,2
_______________________________O____XOX___,2
______________________________XO____XOX___,1
_____________________________OXO____XOX___,2
_______________________X_____OXO____XOX___,3
_______________________XO____OXO____XOX___,2
________________X______XO____OXO____XOX___,2
_________O______X______XO____OXO____XOX___,1
_________O______X_____XXO____OXO____XOX___,1
_________O_____OX_____XXO____OXO____XOX___,3
_________O_____OXX____XXO____OXO____XOX___,6
_________O_____OXX____XXO____OXO____XOX__O,3
_________OX____OXX____XXO____OXO____XOX__O,6
_________OX____OXX____XXO____OXO__O_XOX__O,6
_________OX____OXX____XXO__X_OXO__O_XOX__O,1
________OOX____OXX____XXO__X_OXO__O_XOX__O,6
________OOX____OXX__X_XXO__X_OXO__O_XOX__O,6
________OOX__O_OXX__X_XXO__X_OXO__O_XOX__O,3
___X____OOX__O_OXX__X_XXO__X_OXO__O_XOX__O,2
__OX____OOX__O_OXX__X_XXO__X_OXO__O_XOX__O,6
__OX__X_OOX__O_OXX__X_XXO__X_OXO__O_XOX__O,1
_OOX__X_OOX__O_OXX__X_XXO__X_OXO__O_XOX__O,4
_OOX__X_OOX__O_OXX__X_XXO__X_OXO__O_XOXX_O,4
_OOX__X_OOX__O_OXX__X_XXO__X_OXOO_O_XOXX_O,0
_OOX__X_OOX__O_OXX__X_XXO__X_OXOO_OXXOXX_O,0
_OOX__X_OOX__O_OXX__X_XXO__XOOXOO_OXXOXX_O,0
_OOX__X_OOX__O_OXX__XXXXO__XOOXOO_OXXOXX_O,0
_OOX__X_OOX__OOOXX__XXXXO__XOOXOO_OXXOXX_O,4
_OOX__X_OOX__OOOXX__XXXXOX_XOOXOO_OXXOXX_O,4
_OOX__X_OOX__OOOXXO_XXXXOX_XOOXOO_OXXOXX_O,0
_OOX__XXOOX__OOOXXO_XXXXOX_XOOXOO_OXXOXX_O,0
OOOX__XXOOX__OOOXXO_XXXXOX_XOOXOO_OXXOXX_O,5
OOOX__XXOOX__OOOXXO_XXXXOX_XOOXOO_OXXOXXXO,5
__________________________________________,3
______________________________________X___,2
_____________________________________OX___,3
_______________________________X_____OX___,3
________________________O______X_____OX___,2
________________________O_____XX_____OX___,3
_________________O______O_____XX_____OX___,3
__________X______O______O_____XX_____OX___,2
__________X______O_____OO_____XX_____OX___,5
__________X______O_____OO_____XX_____OX_X_,6
__________X______O_____OO_____XX_____OX_XO,5
__________X______O_____OO_____XX_X___OX_XO,5
__________X______O_____OO_O___XX_X___OX_XO,0
__________X______O_____OO_O___XX_X_X_OX_XO,0
__________X______O_____OO_O_O_XX_X_X_OX_XO,0
__________X______O___X_OO_O_O_XX_X_X_OX_XO,2
__________X_____OO___X_OO_O_O_XX_X_X_OX_XO,0
__________X___X_OO___X_OO_O_O_XX_X_X_OX_XO,0
_______O__X___X_OO___X_OO_O_O_XX_X_X_OX_XO,2
_______O_XX___X_OO___X_OO_O_O_XX_X_X_OX_XO,5
_______O_XX___X_OO_O_X_OO_O_O_XX_X_X_OX_XO,5
_______O_XX_X_X_OO_O_X_OO_O_O_XX_X_X_OX_XO,2
__O____O_XX_X_X_OO_O_X_OO_O_O_XX_X_X_OX_XO,0
X_O____O_XX_X_X_OO_O_X_OO_O_O_XX_X_X_OX_XO,1
X_O____O_XX_X_X_OO_O_X_OO_O_O_XX_X_XOOX_XO,3
X_OX___O_XX_X_X_OO_O_X_OO_O_O_XX_X_XOOX_XO,5
X_OX_O_O_XX_X_X_OO_O_X_OO_O_O_XX_X_XOOX_XO,6
X_OX_O_O_XX_X_X_OO_O_X_OO_O_O_XX_XXXOOX_XO,6
X_OX_O_O_XX_X_X_OO_O_X_OO_OOO_XX_XXXOOX_XO,6
X_OX_O_O_XX_X_X_OO_OXX_OO_OOO_XX_XXXOOX_XO,6
X_OX_O_O_XX_XOX_OO_OXX_OO_OOO_XX_XXXOOX_XO,6
X_OX_OXO_XX_XOX_OO_OXX_OO_OOO_XX_XXXOOX_XO,1
X_OX_OXO_XX_XOX_OO_OXX_OO_OOOOXX_XXXOOX_XO,1
__________________________________________,3
______________________________________X___,3
_______________________________O______X___,2
_______________________________O_____XX___,4
_______________________________O_____XXO__,2
______________________________XO_____XXO__,4
______________________________XOO____XXO__,0
______________________________XOO__X_XXO__,1
______________________________XOO__XOXXO__,2
_______________________X______XOO__XOXXO__,2
________________O______X______XOO__XOXXO__,3
________________O______XX_____XOO__XOXXO__,4
________________O______XXO____XOO__XOXXO__,4
________________O_X____XXO____XOO__XOXXO__,3
________________OOX____XXO____XOO__XOXXO__,0
________________OOX____XXO__X_XOO__XOXXO__,0
________________OOX__O_XXO__X_XOO__XOXXO__,0
______________X_OOX__O_XXO__X_XOO__XOXXO__,2
_________O____X_OOX__O_XXO__X_XOO__XOXXO__,6
_________O____X_OOX__O_XXO__X_XOO__XOXXO_X,6
_________O____X_OOX__O_XXO__X_XOO_OXOXXO_X,6
_________O____X_OOX__O_XXO_XX_XOO_OXOXXO_X,6
_________O____X_OOX_OO_XXO_XX_XOO_OXOXXO_X,0
_______X_O____X_OOX_OO_XXO_XX_XOO_OXOXXO_X,6
_______X_O___OX_OOX_OO_XXO_XX_XOO_OXOXXO_X,2
__X____X_O___OX_OOX_OO_XXO_XX_XOO_OXOXXO_X,4
__X____X_O_O_OX_OOX_OO_XXO_XX_XOO_OXOXXO_X,3
__X____X_OXO_OX_OOX_OO_XXO_XX_XOO_OXOXXO_X,0
O_X____X_OXO_OX_OOX_OO_XXO_XX_XOO_OXOXXO_X,6
O_X___XX_OXO_OX_OOX_OO_XXO_XX_XOO_OXOXXO_X,5
O_X___XX_OXO_OX_OOX_OO_XXO_XX_XOO_OXOXXOOX,5
O_X___XX_OXO_OX_OOX_OO_XXO_XX_XOOXOXOXXOOX,5
O_X___XX_OXO_OX_OOX_OO_XXOOXX_XOOXOXOXXOOX,5
O_X___XX_OXO_OX_OOXXOO_XXOOXX_XOOXOXOXXOOX,5
O_X___XX_OXOOOX_OOXXOO_XXOOXX_XOOXOXOXXOOX,3
O_XX__XX_OXOOOX_OOXXOO_XXOOXX_XOOXOXOXXOOX,4
O_XXO_XX_OXOOOX_OOXXOO_XXOOXX_XOOXOXOXXOOX,5
O_XXOXXX_OXOOOX_OOXXOO_XXOOXX_XOOXOXOXXOOX,1
O_XXOXXX_OXOOOX_OOXXOO_XXOOXXOXOOXOXOXXOOX,1
__________________________________________,3
______________________________________X___,3
_______________________________O______X___,2
_______________________________O_____XX___,1
_______________________________O____OXX___,2
______________________________XO____OXX___,4
______________________________XO____OXXO__,2
_______________________X______XO____OXXO__,2
________________O______X______XO____OXXO__,3
________________O______XX_____XO____OXXO__,3
________________OO_____XX_____XO____OXXO__,0
________________OO_____XX_____XO___XOXXO__,2
_________O______OO_____XX_____XO___XOXXO__,0
_________O______OO_____XX___X_XO___XOXXO__,0
_________O______OO___O_XX___X_XO___XOXXO__,0
_________O____X_OO___O_XX___X_XO___XOXXO__,6
_________O____X_OO___O_XX___X_XO___XOXXO_O,6
_________O____X_OO___O_XX___X_XO__XXOXXO_O,0
_______O_O____X_OO___O_XX___X_XO__XXOXXO_O,6
_______O_O____X_OO___O_XX__XX_XO__XXOXXO_O,6
_______O_O____X_OO__OO_XX__XX_XO__XXOXXO_O,2
__X____O_O____X_OO__OO_XX__XX_XO__XXOXXO_O,5
__X____O_O____X_OO__OO_XX__XX_XO__XXOXXOOO,0
X_X____O_O____X_OO__OO_XX__XX_XO__XXOXXOOO,3
X_X____O_OO___X_OO__OO_XX__XX_XO__XXOXXOOO,3
X_XX___O_OO___X_OO__OO_XX__XX_XO__XXOXXOOO,6
X_XX___O_OO__OX_OO__OO_XX__XX_XO__XXOXXOOO,1
X_XX___O_OO__OX_OO__OO_XX__XXXXO__XXOXXOOO,1
X_XX___O_OO__OX_OO__OOOXX__XXXXO__XXOXXOOO,5
X_XX___O_OO__OX_OO__OOOXX__XXXXO_XXXOXXOOO,4
X_XX___O_OO__OX_OO__OOOXX__XXXXOOXXXOXXOOO,5
X_XX___O_OO__OX_OO__OOOXX_XXXXXOOXXXOXXOOO,4
X_XX___O_OO__OX_OO__OOOXXOXXXXXOOXXXOXXOOO,4
X_XX___O_OO__OX_OOX_OOOXXOXXXXXOOXXXOXXOOO,5
__________________________________________,3
______________________________________X___,4
______________________________________XO__,3
_______________________________X______XO__,3
________________________O______X______XO__,3
_________________X______O______X______XO__,4
_________________X______O______XO_____XO__,4
_________________X______OX_____XO_____XO__,6
_________________X______OX_____XO_____XO_O,1
_________________X______OX_____XO___X_XO_O,2
_________________X______OX_____XO___XOXO_O,1
_________________X______OX___X_XO___XOXO_O,5
_________________X______OX___X_XO___XOXOOO,2
_________________X______OX___XXXO___XOXOOO,1
_________________X____O_OX___XXXO___XOXOOO,0
_________________X____O_OX___XXXO__XXOXOOO,0
_________________X____O_OX__OXXXO__XXOXOOO,2
__________________________________________,3
______________________________________X___,2
_____________________________________OX___,3
_______________________________X_____OX___,3
________________________O______X_____OX___,6
________________________O______X_____OX__X,2
________________________O_____OX_____OX__X,2
_______________________XO_____OX_____OX__X,3
_________________O_____XO_____OX_____OX__X,2
________________XO_____XO_____OX_____OX__X,3
__________O_____XO_____XO_____OX_____OX__X,3
___X______O_____XO_____XO_____OX_____OX__X,4
___X______O_____XO_____XO_____OX_____OXO_X,2
___X_____XO_____XO_____XO_____OX_____OXO_X,2
__OX_____XO_____XO_____XO_____OX_____OXO_X,1
__OX_____XO_____XO_____XO_____OX____XOXO_X,4
__OX_____XO_____XO_____XO_____OXO___XOXO_X,5
__OX_____XO_____XO_____XO_____OXO___XOXOXX,0
__OX_____XO_____XO_____XO_____OXO__OXOXOXX,0
__OX_____XO_____XO_____XO___X_OXO__OXOXOXX,0
__OX_____XO_____XO___O_XO___X_OXO__OXOXOXX,0
__OX_____XO___X_XO___O_XO___X_OXO__OXOXOXX,0
__OX___O_XO___X_XO___O_XO___X_OXO__OXOXOXX,0
X_OX___O_XO___X_XO___O_XO___X_OXO__OXOXOXX,6
X_OX___O_XO___X_XO___O_XO___X_OXO_OOXOXOXX,6
X_OX___O_XO___X_XO___O_XO__XX_OXO_OOXOXOXX,6
X_OX___O_XO___X_XO__OO_XO__XX_OXO_OOXOXOXX,6
X_OX___O_XO__XX_XO__OO_XO__XX_OXO_OOXOXOXX,6
X_OX__OO_XO__XX_XO__OO_XO__XX_OXO_OOXOXOXX,1
X_OX__OO_XO__XX_XO__OO_XO__XXXOXO_OOXOXOXX,1
X_OX__OO_XO__XX_XO__OOOXO__XXXOXO_OOXOXOXX,1
X_OX__OO_XO__XXXXO__OOOXO__XXXOXO_OOXOXOXX,1
X_OX__OOOXO__XXXXO__OOOXO__XXXOXO_OOXOXOXX,4
X_OX__OOOXO__XXXXO__OOOXOX_XXXOXO_OOXOXOXX,4
X_OX__OOOXO__XXXXOO_OOOXOX_XXXOXO_OOXOXOXX,5
X_OX__OOOXO__XXXXOO_OOOXOX_XXXOXOXOOXOXOXX,5
__________________________________________,3
______________________________________X___,5
______________________________________X_O_,2
_____________________________________XX_O_,1
____________________________________OXX_O_,3
_______________________________X____OXX_O_,3
________________________O______X____OXX_O_,2
________________________O_____XX____OXX_O_,1
________________________O____OXX____OXX_O_,1
______________________X_O____OXX____OXX_O_,2
______________________XOO____OXX____OXX_O_,3
_________________X____XOO____OXX____OXX_O_,2
________________OX____XOO____OXX____OXX_O_,5
________________OX____XOO____OXX_X__OXX_O_,1
_______________OOX____XOO____OXX_X__OXX_O_,2
_________X_____OOX____XOO____OXX_X__OXX_O_,2
__O______X_____OOX____XOO____OXX_X__OXX_O_,5
__O______X_____OOX____XOO_X__OXX_X__OXX_O_,6
__O______X_____OOX____XOO_X__OXX_X__OXX_OO,3
__O______XX____OOX____XOO_X__OXX_X__OXX_OO,6
__O______XX____OOX____XOO_X__OXX_XO_OXX_OO,3
__OX_____XX____OOX____XOO_X__OXX_XO_OXX_OO,6
__OX_____XX____OOX____XOO_XO_OXX_XO_OXX_OO,6
__OX_____XX____OOX__X_XOO_XO_OXX_XO_OXX_OO,0
__OX_____XX____OOX__X_XOO_XO_OXX_XOOOXX_OO,1
__OX____XXX____OOX__X_XOO_XO_OXX_XOOOXX_OO,5
__OX____XXX____OOX_OX_XOO_XO_OXX_XOOOXX_OO,6
__OX____XXX__X_OOX_OX_XOO_XO_OXX_XOOOXX_OO,5
__OX____XXX_OX_OOX_OX_XOO_XO_OXX_XOOOXX_OO,1
_XOX____XXX_OX_OOX_OX_XOO_XO_OXX_XOOOXX_OO,0
_XOX____XXX_OX_OOX_OX_XOO_XOOOXX_XOOOXX_OO,0
_XOX____XXX_OX_OOX_OXXXOO_XOOOXX_XOOOXX_OO,0
_XOX____XXX_OXOOOX_OXXXOO_XOOOXX_XOOOXX_OO,0
__________________________________________,3
______________________________________X___,5
______________________________________X_O_,3
_______________________________X______X_O_,5
_______________________________X_O____X_O_,5
__________________________X____X_O____X_O_,3
________________________O_X____X_O____X_O_,5
___________________X____O_X____X_O____X_O_,2
___________________X____O_X____X_O___OX_O_,6
___________________X____O_X____X_O___OX_OX,3
_________________O_X____O_X____X_O___OX_OX,5
____________X____O_X____O_X____X_O___OX_OX,5
_____O______X____O_X____O_X____X_O___OX_OX,3
_____O____X_X____O_X____O_X____X_O___OX_OX,2
_____O____X_X____O_X____O_X___OX_O___OX_OX,2
_____O____X_X____O_X___XO_X___OX_O___OX_OX,2
_____O____X_X___OO_X___XO_X___OX_O___OX_OX,6
_____O____X_X___OO_X___XO_X___OX_OX__OX_OX,2
_____O___OX_X___OO_X___XO_X___OX_OX__OX_OX,1
_____O___OX_X___OO_X___XO_X___OX_OX_XOX_OX,4
_____O___OX_X___OO_X___XO_X___OX_OX_XOXOOX,1
_____O___OX_X___OO_X___XO_X__XOX_OX_XOXOOX,4
__________________________________________,3
______________________________________X___,4
______________________________________XO__,3
_______________________________X______XO__,3
________________________O______X______XO__,0
________________________O______X___X__XO__,3
_________________O______O______X___X__XO__,3
__________X______O______O______X___X__XO__,2
__________X______O______O______X___X_OXO__,2
__________X______O______O_____XX___X_OXO__,4
__________X______O______O_____XXO__X_OXO__,4
__________X______O______OX____XXO__X_OXO__,0
__________X______O______OX__O_XXO__X_OXO__,4
__________X______OX_____OX__O_XXO__X_OXO__,4
__________XO_____OX_____OX__O_XXO__X_OXO__,5
__________XO_____OX_____OX__O_XXO__X_OXOX_,2
__________XO_____OX____OOX__O_XXO__X_OXOX_,2
__________XO____XOX____OOX__O_XXO__X_OXOX_,0
__________XO____XOX__O_OOX__O_XXO__X_OXOX_,0
__________XO__X_XOX__O_OOX__O_XXO__X_OXOX_,1
__________XO__X_XOX__O_OOX__O_XXO__XOOXOX_,0
_______X__XO__X_XOX__O_OOX__O_XXO__XOOXOX_,1
__________________________________________,3
______________________________________X___,2
_____________________________________OX___,3
_______________________________X_____OX___,2
______________________________OX_____OX___,2
_______________________X______OX_____OX___,3
_______________________XO_____OX_____OX___,3
_________________X_____XO_____OX_____OX___,0
_________________X_____XO_____OX___O_OX___,2
________________XX_____XO_____OX___O_OX___,0
________________XX_____XO___O_OX___O_OX___,0
________________XX___X_XO___O_OX___O_OX___,3
__________O_____XX___X_XO___O_OX___O_OX___,2
_________XO_____XX___X_XO___O_OX___O_OX___,2
__O______XO_____XX___X_XO___O_OX___O_OX___,1
__O______XO_____XX___X_XO___O_OX___OXOX___,0
__O______XO___O_XX___X_XO___O_OX___OXOX___,3
__OX_____XO___O_XX___X_XO___O_OX___OXOX___,6
__OX_____XO___O_XX___X_XO___O_OX___OXOX__O,1
__OX_____XO___O_XX___X_XO___OXOX___OXOX__O,4
__OX_____XO___O_XX___X_XO___OXOX___OXOXO_O,4
__OX_____XO___O_XX___X_XO___OXOXX__OXOXO_O,4
__OX_____XO___O_XX___X_XOO__OXOXX__OXOXO_O,4
__OX_____XO___O_XXX__X_XOO__OXOXX__OXOXO_O,4
__OX_____XOO__O_XXX__X_XOO__OXOXX__OXOXO_O,4
__OXX____XOO__O_XXX__X_XOO__OXOXX__OXOXO_O,0
__OXX__O_XOO__O_XXX__X_XOO__OXOXX__OXOXO_O,0
X_OXX__O_XOO__O_XXX__X_XOO__OXOXX__OXOXO_O,6
X_OXX__O_XOO__O_XXX__X_XOO__OXOXX_OOXOXO_O,6
X_OXX__O_XOO__O_XXX__X_XOO_XOXOXX_OOXOXO_O,6
X_OXX__O_XOO__O_XXX_OX_XOO_XOXOXX_OOXOXO_O,5
X_OXX__O_XOO__O_XXX_OX_XOO_XOXOXX_OOXOXOXO,6
X_OXX__O_XOO_OO_XXX_OX_XOO_XOXOXX_OOXOXOXO,1
X_OXX__O_XOO_OO_XXX_OXXXOO_XOXOXX_OOXOXOXO,1
X_OXX__O_XOO_OOOXXX_OXXXOO_XOXOXX_OOXOXOXO,5
X_OXX__O_XOO_OOOXXX_OXXXOO_XOXOXXXOOXOXOXO,6
X_OXX_OO_XOO_OOOXXX_OXXXOO_XOXOXXXOOXOXOXO,1
X_OXX_OOXXOO_OOOXXX_OXXXOO_XOXOXXXOOXOXOXO,1
XOOXX_OOXXOO_OOOXXX_OXXXOO_XOXOXXXOOXOXOXO,5
XOOXX_OOXXOO_OOOXXX_OXXXOOXXOXOXXXOOXOXOXO,5
XOOXX_OOXXOO_OOOXXXOOXXXOOXXOXOXXXOOXOXOXO,5
XOOXX_OOXXOOXOOOXXXOOXXXOOXXOXOXXXOOXOXOXO,5
__________________________________________,3
______________________________________X___,3
_______________________________O______X___,4
_______________________________O______XX__,5
_______________________________O______XXO_,1
_______________________________O____X_XXO_,2
_______________________________O____XOXXO_,4
_______________________________OX___XOXXO_,3
________________________O______OX___XOXXO_,4
________________________OX_____OX___XOXXO_,4
__________________O_____OX_____OX___XOXXO_,1
__________________O_____OX___X_OX___XOXXO_,3
_________________OO_____OX___X_OX___XOXXO_,3
__________X______OO_____OX___X_OX___XOXXO_,1
__________X______OO___O_OX___X_OX___XOXXO_,1
__________X____X_OO___O_OX___X_OX___XOXXO_,5
__________X____X_OO___O_OX___X_OXO__XOXXO_,2
__________X____X_OO___O_OX___XXOXO__XOXXO_,2
__________X____X_OO___OOOX___XXOXO__XOXXO_,6
__________X____X_OO___OOOX___XXOXO__XOXXOX,5
__________X____X_OO___OOOXO__XXOXO__XOXXOX,5
__________X____X_OOX__OOOXO__XXOXO__XOXXOX,4
__________XO___X_OOX__OOOXO__XXOXO__XOXXOX,4
____X_____XO___X_OOX__OOOXO__XXOXO__XOXXOX,3
___OX_____XO___X_OOX__OOOXO__XXOXO__XOXXOX,6
___OX_____XO___X_OOX__OOOXO__XXOXOX_XOXXOX,6
___OX_____XO___X_OOX__OOOXOO_XXOXOX_XOXXOX,1
___OX___X_XO___X_OOX__OOOXOO_XXOXOX_XOXXOX,1
_O_OX___X_XO___X_OOX__OOOXOO_XXOXOX_XOXXOX,6
_O_OX___X_XO___X_OOXX_OOOXOO_XXOXOX_XOXXOX,0
_O_OX___X_XO___X_OOXX_OOOXOO_XXOXOXOXOXXOX,6
_O_OX___X_XO_X_X_OOXX_OOOXOO_XXOXOXOXOXXOX,6
_O_OX_O_X_XO_X_X_OOXX_OOOXOO_XXOXOXOXOXXOX,5
_O_OX_O_X_XOXX_X_OOXX_OOOXOO_XXOXOXOXOXXOX,5
__________________________________________,2
_____________________________________X____,3
_____________________________________XO___,2
______________________________X______XO___,2
_______________________O______X______XO___,3
_______________________O______XX_____XO___,3
_______________________OO_____XX_____XO___,3
_________________X_____OO_____XX_____XO___,2
________________OX_____OO_____XX_____XO___,5
________________OX_____OO_____XX_____XO_X_,2
_________O______OX_____OO_____XX_____XO_X_,2
__X______O______OX_____OO_____XX_____XO_X_,5
__X______O______OX_____OO_____XX_O___XO_X_,5
__X______O______OX_____OO_X___XX_O___XO_X_,5
__X______O______OX_O___OO_X___XX_O___XO_X_,3
__X______OX_____OX_O___OO_X___XX_O___XO_X_,3
__XO_____OX_____OX_O___OO_X___XX_O___XO_X_,6
__XO_____OX_____OX_O___OO_X___XX_O___XO_XX,6
__XO_____OX_____OX_O___OO_X___XX_OO__XO_XX,5
__XO_____OX_X___OX_O___OO_X___XX_OO__XO_XX,6
__XO_____OX_X___OX_O___OO_XO__XX_OO__XO_XX,4
__XO_____OX_X___OX_O___OO_XO__XX_OO__XOXXX,4
__XO_____OX_X___OX_O___OO_XO__XXOOO__XOXXX,6
__XO_____OX_X___OX_OX__OO_XO__XXOOO__XOXXX,6
__XO_____OX_XO__OX_OX__OO_XO__XXOOO__XOXXX,5
__XO_X___OX_XO__OX_OX__OO_XO__XXOOO__XOXXX,1
__XO_X___OX_XO__OX_OX__OO_XO__XXOOO_OXOXXX,1
__XO_X___OX_XO__OX_OX__OO_XO_XXXOOO_OXOXXX,1
__XO_X___OX_XO__OX_OX_OOO_XO_XXXOOO_OXOXXX,4
__XO_X___OX_XO__OX_OX_OOOXXO_XXXOOO_OXOXXX,4
__XO_X___OX_XO__OXOOX_OOOXXO_XXXOOO_OXOXXX,4
__XO_X___OXXXO__OXOOX_OOOXXO_XXXOOO_OXOXXX,4
__XOOX___OXXXO__OXOOX_OOOXXO_XXXOOO_OXOXXX,6
__XOOXX__OXXXO__OXOOX_OOOXXO_XXXOOO_OXOXXX,1
__XOOXX__OXXXO_OOXOOX_OOOXXO_XXXOOO_OXOXXX,1
__XOOXX_XOXXXO_OOXOOX_OOOXXO_XXXOOO_OXOXXX,1
_OXOOXX_XOXXXO_OOXOOX_OOOXXO_XXXOOO_OXOXXX,0
_OXOOXX_XOXXXO_OOXOOX_OOOXXO_XXXOOOXOXOXXX,0
_OXOOXX_XOXXXO_OOXOOX_OOOXXOOXXXOOOXOXOXXX,0
_OXOOXX_XOXXXO_OOXOOXXOOOXXOOXXXOOOXOXOXXX,0
_OXOOXX_XOXXXOOOOXOOXXOOOXXOOXXXOOOXOXOXXX,0
_OXOOXXXXOXXXOOOOXOOXXOOOXXOOXXXOOOXOXOXXX,0
__________________________________________,3
______________________________________X___,4
______________________________________XO__,3
_______________________________X______XO__,3
________________________O______X______XO__,4
________________________O______XX_____XO__,3
_________________O______O______XX_____XO__,1
_________________O______O______XX___X_XO__,1
_________________O______O____O_XX___X_XO__,0
_________________O______O____O_XX__XX_XO__,2
_________________O______O____O_XX__XXOXO__,6
_________________O______O____O_XX__XXOXO_X,1
_________________O____O_O____O_XX__XXOXO_X,6
_________________O____O_O____O_XX_XXXOXO_X,3
__________O______O____O_O____O_XX_XXXOXO_X,3
___X______O______O____O_O____O_XX_XXXOXO_X,1
___X______O____O_O____O_O____O_XX_XXXOXO_X,1
___X____X_O____O_O____O_O____O_XX_XXXOXO_X,6
___X____X_O____O_O____O_O__O_O_XX_XXXOXO_X,0
___X____X_O____O_O____O_O__OXO_XX_XXXOXO_X,0
___X____X_O____O_O___OO_O__OXO_XX_XXXOXO_X,0
___X____X_O___XO_O___OO_O__OXO_XX_XXXOXO_X,6
___X____X_O___XO_O__OOO_O__OXO_XX_XXXOXO_X,6
___X____X_O__XXO_O__OOO_O__OXO_XX_XXXOXO_X,4
___X____X_O__XXO_O__OOO_OO_OXO_XX_XXXOXO_X,4
___X____X_O__XXO_OX_OOO_OO_OXO_XX_XXXOXO_X,2
___X____X_O__XXO_OX_OOO_OO_OXOOXX_XXXOXO_X,2
___X____X_O__XXO_OX_OOOXOO_OXOOXX_XXXOXO_X,1
_O_X____X_O__XXO_OX_OOOXOO_OXOOXX_XXXOXO_X,0
_O_X___XX_O__XXO_OX_OOOXOO_OXOOXX_XXXOXO_X,6
_O_X__OXX_O__XXO_OX_OOOXOO_OXOOXX_XXXOXO_X,0
XO_X__OXX_O__XXO_OX_OOOXOO_OXOOXX_XXXOXO_X,2
XO_X__OXX_O__XXOOOX_OOOXOO_OXOOXX_XXXOXO_X,2
XO_X__OXXXO__XXOOOX_OOOXOO_OXOOXX_XXXOXO_X,2
XOOX__OXXXO__XXOOOX_OOOXOO_OXOOXX_XXXOXO_X,5
XOOX__OXXXO__XXOOOX_OOOXOO_OXOOXX_XXXOXOXX,5
XOOX__OXXXO__XXOOOX_OOOXOO_OXOOXXOXXXOXOXX,5
XOOX__OXXXO__XXOOOX_OOOXOOXOXOOXXOXXXOXOXX,5
XOOX__OXXXO__XXOOOXOOOOXOOXOXOOXXOXXXOXOXX,5
XOOX__OXXXO_XXXOOOXOOOOXOOXOXOOXXOXXXOXOXX,5
XOOX_OOXXXO_XXXOOOXOOOOXOOXOXOOXXOXXXOXOXX,4
XOOX_OOXXXOXXXXOOOXOOOOXOOXOXOOXXOXXXOXOXX,4
__________________________________________,3
______________________________________X___,3
_______________________________O______X___,3
________________________X______O______X___,4
________________________X______O______XO__,4
________________________X______OX_____XO__,1
________________________X______OX___O_XO__,3
_________________X______X______OX___O_XO__,1
_________________X______X____O_OX___O_XO__,4
_________________X______XX___O_OX___O_XO__,4
_________________XO_____XX___O_OX___O_XO__,3
__________X______XO_____XX___O_OX___O_XO__,3
___O______X______XO_____XX___O_OX___O_XO__,6
___O______X______XO_____XX___O_OX___O_XO_X,0
___O______X______XO_____XX___O_OX__OO_XO_X,0
___O______X______XO_____XX__XO_OX__OO_XO_X,0
___O______X______XO__O__XX__XO_OX__OO_XO_X,0
___O______X___X__XO__O__XX__XO_OX__OO_XO_X,4
___O______XO__X__XO__O__XX__XO_OX__OO_XO_X,1
___O______XO__X__XO__OX_XX__XO_OX__OO_XO_X,1
___O______XO__XO_XO__OX_XX__XO_OX__OO_XO_X,6
___O______XO__XO_XO__OX_XX__XO_OX_XOO_XO_X,6
___O______XO__XO_XO__OX_XX_OXO_OX_XOO_XO_X,6
___O______XO__XO_XO_XOX_XX_OXO_OX_XOO_XO_X,2
___O______XO__XO_XO_XOX_XX_OXO_OX_XOOOXO_X,2
__________________________________________,3
______________________________________X___,2
_____________________________________OX___,3
_______________________________X_____OX___,3
________________________O______X_____OX___,2
________________________O_____XX_____OX___,3
_________________O______O_____XX_____OX___,2
_________________O_____XO_____XX_____OX___,2
________________OO_____XO_____XX_____OX___,5
________________OO_____XO_____XX_____OX_X_,6
________________OO_____XO_____XX_____OX_XO,5
________________OO_____XO_____XX_X___OX_XO,5
________________OO_____XO_O___XX_X___OX_XO,2
_________X______OO_____XO_O___XX_X___OX_XO,5
_________X______OO_O___XO_O___XX_X___OX_XO,5
_________X__X___OO_O___XO_O___XX_X___OX_XO,3
_________XO_X___OO_O___XO_O___XX_X___OX_XO,3
___X_____XO_X___OO_O___XO_O___XX_X___OX_XO,6
___X_____XO_X___OO_O___XO_O___XX_XO__OX_XO,6
___X_____XO_X___OO_O___XO_OX__XX_XO__OX_XO,1
___X_____XO_X___OO_O___XO_OX__XX_XO_OOX_XO,1
___X_____XO_X___OO_O___XO_OX_XXX_XO_OOX_XO,1
